,sys/creation_time,sys/description,sys/hostname,sys/id,sys/modification_time,sys/name,sys/owner,sys/ping_time,sys/running_time,sys/size,sys/state,sys/tags,metrics/batch/accuracy,metrics/batch/loss,metrics/epoch/accuracy,metrics/epoch/loss,metrics/epoch/val_accuracy,metrics/epoch/val_loss,metrics/eval_accuracy,metrics/eval_loss,model/params/batch-size,model/params/dataset,model/params/epochs,model/params/loss-args,model/params/loss-kwargs,model/params/model,model/params/noise,model/params/noise-args,model/params/robust-method,model_summary,parameters/hyperparameters/dropout,parameters/hyperparameters/hidden_size_0,parameters/hyperparameters/hidden_size_1,parameters/hyperparameters/hidden_size_2,parameters/hyperparameters/num_layers,parameters/num-classes,parameters/num-features,source_code/entrypoint,source_code/git,monitoring/cpu,monitoring/gpu,monitoring/gpu_memory,monitoring/memory,monitoring/stdout
64,2021-04-04 17:09:04.768000+00:00,,meriadoc,LAB-404,2021-04-04 17:10:12.797000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-04 17:09:56.828000+00:00,52.057,1925897.0,idle,hyperparameter-rerun,0.6407656073570251,1.1125398874282837,0.6407656073570251,1.1125398874282837,0.659375011920929,1.1015164852142334,0.8709999918937683,0.6265615224838257,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.25,boot-soft,_________________________________________________________________,0.042792853656392585,49.0,33.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,21.5,,,9.615470886230469,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-404
"
65,2021-04-04 22:46:47.437000+00:00,,meriadoc,LAB-426,2021-04-04 22:51:38.087000+00:00,synthetic-100-5-500K-uniform-[0.05],ygorcanalli,2021-04-04 22:51:35.581000+00:00,288.131,4808558.0,idle,hyperparameter-rerun,0.8891902565956116,0.2032954841852188,0.8891902565956116,0.2032954841852188,0.8971250057220459,0.2119065374135971,0.9450200200080872,-0.18739721179008484,32.0,synthetic-100-5-500K,20.0,"[[[0.95, 0.0125, 0.0125, 0.0125, 0.0125], [0.0125, 0.95, 0.0125, 0.0125, 0.0125], [0.0125, 0.0125, 0.95, 0.0125, 0.0125], [0.0125, 0.0125, 0.0125, 0.95, 0.0125], [0.0125, 0.0125, 0.0125, 0.0125, 0.95]]]",None,simple-mlp,uniform,0.05,backward,_________________________________________________________________,0.011758307824899263,92.0,55.0,24.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,28.6,22.0,5.68438720703125,11.488731384277344,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-426
"
66,2021-04-04 16:49:18.227000+00:00,,meriadoc,LAB-384,2021-04-04 16:50:21.564000+00:00,synthetic-80-5-200K-uniform-[0.05],ygorcanalli,2021-04-04 16:50:00.034000+00:00,41.805,1925897.0,idle,hyperparameter-rerun,0.7744531035423279,0.702213704586029,0.7744531035423279,0.702213704586029,0.8388124704360962,0.5730009078979492,0.8829500079154968,0.3922038674354553,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.05,boot-soft,_________________________________________________________________,0.10545111640536789,18.0,107.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,34.5,,,8.45412826538086,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-384
"
67,2021-04-02 22:24:05.592000+00:00,,meriadoc,LAB-348,2021-04-02 22:24:19.419000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-02 22:24:16.583000+00:00,10.99,245074.0,idle,hyperparameter-rerun,0.8546562790870667,0.3937496542930603,0.8546562790870667,0.3937496542930603,0.8569999933242798,0.3958122134208679,0.9424499869346619,0.20926879346370697,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.1,none,_________________________________________________________________,0.006619230246442221,23.0,86.0,16.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,22.5,,,9.394973754882812,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-348
"
68,2021-04-02 22:21:25.486000+00:00,,meriadoc,LAB-345,2021-04-02 22:21:39.370000+00:00,synthetic-50-2-100K-uniform-[0.05],ygorcanalli,2021-04-02 22:21:36.433000+00:00,10.947,244888.0,idle,hyperparameter-rerun,0.8496406078338623,0.3325307369232178,0.8496406078338623,0.3325307369232178,0.8836249709129333,0.2851249873638153,0.9246000051498413,0.19649089872837067,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.05,boot-hard,_________________________________________________________________,0.12188035414808807,14.0,71.0,,2.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,22.8,,,9.083515167236328,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-345
"
69,2021-04-02 22:33:57.651000+00:00,,meriadoc,LAB-363,2021-04-02 22:34:10.387000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-02 22:34:08.596000+00:00,10.944,245074.0,idle,hyperparameter-rerun,0.7080937623977661,0.5925913453102112,0.7080937623977661,0.5925913453102112,0.7112500071525574,0.5950033068656921,0.9033499956130981,0.40666210651397705,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.25,none,_________________________________________________________________,0.02205830741944419,23.0,73.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.9,,,9.998031616210938,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-363
"
70,2021-04-02 22:30:43.174000+00:00,,meriadoc,LAB-358,2021-04-02 22:30:56.664000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-02 22:30:54.157000+00:00,10.983,245074.0,idle,hyperparameter-rerun,0.7187656164169312,0.5778747797012329,0.7187656164169312,0.5778747797012329,0.7457500100135803,0.5552324652671814,0.899399995803833,0.3781665861606598,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.2,none,_________________________________________________________________,0.16711013315536524,18.0,12.0,77.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,24.2,,,9.871929168701172,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-358
"
71,2021-04-04 23:41:12.726000+00:00,,meriadoc,LAB-430,2021-04-04 23:46:42.616000+00:00,synthetic-100-5-500K-uniform-[0.1],ygorcanalli,2021-04-04 23:46:42.192000+00:00,329.452,4808942.0,idle,hyperparameter-rerun,0.8404213786125183,0.5996783971786499,0.8404213786125183,0.5996783971786499,0.8557249903678894,0.5657203793525696,0.9482799768447876,0.24091702699661255,32.0,synthetic-100-5-500K,20.0,"[[[0.9, 0.025, 0.025, 0.025, 0.025], [0.025, 0.9, 0.025, 0.025, 0.025], [0.025, 0.025, 0.9, 0.025, 0.025], [0.025, 0.025, 0.025, 0.9, 0.025], [0.025, 0.025, 0.025, 0.025, 0.9]]]",None,simple-mlp,uniform,0.1,forward,_________________________________________________________________,0.023763754280857197,96.0,70.0,24.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,25.6,13.0,5.62933349609375,12.002857208251953,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-430
"
72,2021-04-02 22:21:09.065000+00:00,,meriadoc,LAB-344,2021-04-02 22:21:22.249000+00:00,synthetic-50-2-100K-uniform-[0.05],ygorcanalli,2021-04-02 22:21:20.287000+00:00,11.221,244888.0,idle,hyperparameter-rerun,0.8504218459129333,0.37404143810272217,0.8504218459129333,0.37404143810272217,0.8876875042915344,0.3186914622783661,0.9267500042915344,0.22360822558403015,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.05,boot-soft,_________________________________________________________________,0.12188035414808807,14.0,71.0,,2.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,21.9,,,9.071159362792969,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-344
"
73,2021-04-04 22:35:44.804000+00:00,,meriadoc,LAB-424,2021-04-04 22:41:22.653000+00:00,synthetic-100-5-500K-uniform-[0.05],ygorcanalli,2021-04-04 22:41:13.808000+00:00,328.988,4809038.0,idle,hyperparameter-rerun,0.8978247046470642,0.3601450026035309,0.8978247046470642,0.3601450026035309,0.9047625064849854,0.3515753448009491,0.9521999955177307,0.17588502168655396,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.05,boot-hard,_________________________________________________________________,0.011758307824899263,92.0,55.0,24.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,25.3,12.0,5.671630859375,11.410472869873047,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-424
"
74,2021-04-02 22:28:02.319000+00:00,,meriadoc,LAB-355,2021-04-02 22:28:16.406000+00:00,synthetic-50-2-100K-uniform-[0.15],ygorcanalli,2021-04-02 22:28:13.285000+00:00,10.966,245074.0,idle,hyperparameter-rerun,0.7603750228881836,0.47374609112739563,0.7603750228881836,0.47374609112739563,0.8006874918937683,0.42759037017822266,0.9200999736785889,0.2616323232650757,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.15,boot-hard,_________________________________________________________________,0.17469943529651233,44.0,18.0,118.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.5,,,9.74395751953125,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-355
"
75,2021-04-04 23:29:52.353000+00:00,,meriadoc,LAB-428,2021-04-04 23:35:23.756000+00:00,synthetic-100-5-500K-uniform-[0.1],ygorcanalli,2021-04-04 23:35:21.529000+00:00,329.159,4809038.0,idle,hyperparameter-rerun,0.8369807600975037,0.6197113394737244,0.8369807600975037,0.6197113394737244,0.8537124991416931,0.5902217030525208,0.9456899762153625,0.26112696528434753,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.1,boot-soft,_________________________________________________________________,0.023763754280857197,96.0,70.0,24.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,26.8,8.0,5.6168212890625,12.180770874023438,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-428
"
76,2021-04-04 16:49:17.986000+00:00,,meriadoc,LAB-383,2021-04-04 16:50:30.969000+00:00,synthetic-80-5-200K-uniform-[0.0],ygorcanalli,2021-04-04 16:49:59.876000+00:00,41.888,1925851.0,idle,hyperparameter-rerun,0.9077422022819519,0.2937150001525879,0.9077422022819519,0.2937150001525879,0.9202812314033508,0.25170591473579407,0.9224249720573425,0.2526925802230835,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.0,boot-soft,_________________________________________________________________,0.023636697398932396,56.0,108.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,38.1,,,8.582019805908203,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-383
"
77,2021-04-02 22:31:49.789000+00:00,,meriadoc,LAB-362,2021-04-02 22:32:02.639000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-02 22:32:00.749000+00:00,10.959,245074.0,idle,hyperparameter-rerun,0.7124062776565552,0.3151191174983978,0.7124062776565552,0.3151191174983978,0.7405624985694885,0.23602081835269928,0.8923500180244446,-0.6207138895988464,128.0,synthetic-50-2-100K,20.0,"[[[0.8, 0.2], [0.2, 0.8]]]",None,simple-mlp,uniform,0.2,backward,_________________________________________________________________,0.16711013315536524,18.0,12.0,77.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,24.6,,,9.950736999511719,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-362
"
78,2021-04-04 17:12:29.644000+00:00,,meriadoc,LAB-409,2021-04-04 17:13:38.179000+00:00,synthetic-80-5-200K-uniform-[0.2],ygorcanalli,2021-04-04 17:13:11.320000+00:00,41.675,1926035.0,idle,hyperparameter-rerun,0.6870625019073486,0.3657993972301483,0.6870625019073486,0.3657993972301483,0.6924062371253967,0.4145548641681671,0.860450029373169,-1.2204244136810303,32.0,synthetic-80-5-200K,20.0,"[[[0.8, 0.05, 0.05, 0.05, 0.05], [0.05, 0.8, 0.05, 0.05, 0.05], [0.05, 0.05, 0.8, 0.05, 0.05], [0.05, 0.05, 0.05, 0.8, 0.05], [0.05, 0.05, 0.05, 0.05, 0.8]]]",None,simple-mlp,uniform,0.2,backward,_________________________________________________________________,0.026776423190087197,53.0,36.0,19.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,34.9,,,9.699302673339844,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-409
"
79,2021-04-02 22:25:14.352000+00:00,,meriadoc,LAB-352,2021-04-02 22:25:28.699000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-02 22:25:25.409000+00:00,11.056,245074.0,idle,hyperparameter-rerun,0.8471875190734863,0.14326360821723938,0.8471875190734863,0.14326360821723938,0.8531875014305115,0.1619768589735031,0.9386000037193298,-0.43224969506263733,128.0,synthetic-50-2-100K,20.0,"[[[0.9, 0.1], [0.1, 0.9]]]",None,simple-mlp,uniform,0.1,backward,_________________________________________________________________,0.006619230246442221,23.0,86.0,16.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.3,,,9.548301696777344,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-352
"
80,2021-04-05 05:29:42.049000+00:00,,meriadoc,LAB-451,2021-04-05 05:35:59.920000+00:00,synthetic-100-5-500K-uniform-[0.3],ygorcanalli,2021-04-05 05:35:52.280000+00:00,370.211,4809391.0,idle,hyperparameter-rerun,0.6066206693649292,0.37553516030311584,0.6066206693649292,0.37553516030311584,0.6312875151634216,0.34201785922050476,0.8953800201416016,-2.687453031539917,32.0,synthetic-100-5-500K,20.0,"[[[0.7, 0.075, 0.075, 0.075, 0.075], [0.075, 0.7, 0.075, 0.075, 0.075], [0.075, 0.075, 0.7, 0.075, 0.075], [0.075, 0.075, 0.075, 0.7, 0.075], [0.075, 0.075, 0.075, 0.075, 0.7]]]",None,simple-mlp,uniform,0.3,backward,_________________________________________________________________,0.06511415420278266,38.0,95.0,9.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,18.8,8.0,5.6536865234375,11.468273162841797,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-451
"
81,2021-04-04 17:11:22.260000+00:00,,meriadoc,LAB-408,2021-04-04 17:12:30.898000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-04 17:12:04.038000+00:00,41.776,1925849.0,idle,hyperparameter-rerun,0.6565155982971191,1.0666686296463013,0.6565155982971191,1.0666686296463013,0.6680625081062317,1.0473259687423706,0.8860999941825867,0.5318948030471802,32.0,synthetic-80-5-200K,20.0,"[[[0.75, 0.0625, 0.0625, 0.0625, 0.0625], [0.0625, 0.75, 0.0625, 0.0625, 0.0625], [0.0625, 0.0625, 0.75, 0.0625, 0.0625], [0.0625, 0.0625, 0.0625, 0.75, 0.0625], [0.0625, 0.0625, 0.0625, 0.0625, 0.75]]]",None,simple-mlp,uniform,0.25,forward,_________________________________________________________________,0.042792853656392585,49.0,33.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,34.7,,,9.468914031982422,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-408
"
82,2021-04-02 22:18:16.015000+00:00,,meriadoc,LAB-339,2021-04-02 22:18:29.073000+00:00,synthetic-50-2-100K-uniform-[0.0],ygorcanalli,2021-04-02 22:18:27.033000+00:00,11.017,245074.0,idle,hyperparameter-rerun,0.9415156245231628,0.1576770842075348,0.9415156245231628,0.1576770842075348,0.9574375152587891,0.11719192564487457,0.9545999765396118,0.1274997889995575,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.0,boot-soft,_________________________________________________________________,0.03325603052756665,19.0,52.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.6,,,8.376091003417969,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-339
"
83,2021-04-02 22:37:59.477000+00:00,,meriadoc,LAB-371,2021-04-02 22:38:12.718000+00:00,synthetic-50-2-100K-uniform-[0.3],ygorcanalli,2021-04-02 22:38:10.466000+00:00,10.989,244885.0,idle,hyperparameter-rerun,0.629562497138977,0.6502926349639893,0.629562497138977,0.6502926349639893,0.6434999704360962,0.6456922888755798,0.8618500232696533,0.5059906840324402,128.0,synthetic-50-2-100K,20.0,"[[[0.7, 0.3], [0.3, 0.7]]]",None,simple-mlp,uniform,0.3,forward,_________________________________________________________________,0.19427086695213816,9.0,39.0,,2.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.6,,,10.364692687988281,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-371
"
84,2021-04-05 01:48:49.501000+00:00,,meriadoc,LAB-441,2021-04-05 01:53:18.902000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-05 01:53:16.884000+00:00,267.371,4808364.0,idle,hyperparameter-rerun,0.6357895135879517,0.5919661521911621,0.6357895135879517,0.5919661521911621,0.713575005531311,0.3403019905090332,0.8824399709701538,-0.9355946779251099,32.0,synthetic-100-5-500K,20.0,"[[[0.8, 0.05, 0.05, 0.05, 0.05], [0.05, 0.8, 0.05, 0.05, 0.05], [0.05, 0.05, 0.8, 0.05, 0.05], [0.05, 0.05, 0.05, 0.8, 0.05], [0.05, 0.05, 0.05, 0.05, 0.8]]]",None,simple-mlp,uniform,0.2,backward,_________________________________________________________________,0.1803702866125946,54.0,36.0,28.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,28.8,21.0,5.6939697265625,13.488395690917969,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-441
"
85,2021-04-04 17:11:22.087000+00:00,,meriadoc,LAB-407,2021-04-04 17:12:26.537000+00:00,synthetic-80-5-200K-uniform-[0.2],ygorcanalli,2021-04-04 17:12:03.910000+00:00,41.821,1926035.0,idle,hyperparameter-rerun,0.7108281254768372,0.9409196376800537,0.7108281254768372,0.9409196376800537,0.7175937294960022,0.9280005693435669,0.8944500088691711,0.45910194516181946,32.0,synthetic-80-5-200K,20.0,"[[[0.8, 0.05, 0.05, 0.05, 0.05], [0.05, 0.8, 0.05, 0.05, 0.05], [0.05, 0.05, 0.8, 0.05, 0.05], [0.05, 0.05, 0.05, 0.8, 0.05], [0.05, 0.05, 0.05, 0.05, 0.8]]]",None,simple-mlp,uniform,0.2,forward,_________________________________________________________________,0.026776423190087197,53.0,36.0,19.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,34.7,,,9.468914031982422,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-407
"
86,2021-04-02 22:34:13.562000+00:00,,meriadoc,LAB-364,2021-04-02 22:34:25.739000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-02 22:34:24.524000+00:00,10.962,245074.0,idle,hyperparameter-rerun,0.7079530954360962,0.5928013920783997,0.7079530954360962,0.5928013920783997,0.7127500176429749,0.5932329297065735,0.9081500172615051,0.40203797817230225,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.25,boot-soft,_________________________________________________________________,0.02205830741944419,23.0,73.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,25.0,,,10.045738220214844,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-364
"
87,2021-04-02 22:18:32.238000+00:00,,meriadoc,LAB-340,2021-04-02 22:18:47.511000+00:00,synthetic-50-2-100K-uniform-[0.0],ygorcanalli,2021-04-02 22:18:44.505000+00:00,12.267,245074.0,idle,hyperparameter-rerun,0.9428125023841858,0.13539080321788788,0.9428125023841858,0.13539080321788788,0.9615625143051147,0.09925206750631332,0.9573500156402588,0.10879615694284439,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.0,boot-hard,_________________________________________________________________,0.03325603052756665,19.0,52.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,26.4,,,8.459846496582031,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-340
"
88,2021-04-02 22:31:33.661000+00:00,,meriadoc,LAB-361,2021-04-02 22:31:46.736000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-02 22:31:44.628000+00:00,10.966,245074.0,idle,hyperparameter-rerun,0.7199843525886536,0.5746326446533203,0.7199843525886536,0.5746326446533203,0.7538124918937683,0.5462988615036011,0.9164000153541565,0.3610568046569824,128.0,synthetic-50-2-100K,20.0,"[[[0.8, 0.2], [0.2, 0.8]]]",None,simple-mlp,uniform,0.2,forward,_________________________________________________________________,0.16711013315536524,18.0,12.0,77.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,22.7,,,9.958995819091797,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-361
"
89,2021-04-02 22:31:16.891000+00:00,,meriadoc,LAB-360,2021-04-02 22:31:30.549000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-02 22:31:27.863000+00:00,10.971,245074.0,idle,hyperparameter-rerun,0.7180156111717224,0.524476170539856,0.7180156111717224,0.524476170539856,0.7443125247955322,0.49756622314453125,0.9039499759674072,0.3125714063644409,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.2,boot-hard,_________________________________________________________________,0.16711013315536524,18.0,12.0,77.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,24.2,,,9.929473876953125,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-360
"
90,2021-04-02 22:27:27.570000+00:00,,meriadoc,LAB-353,2021-04-02 22:27:41.724000+00:00,synthetic-50-2-100K-uniform-[0.15],ygorcanalli,2021-04-02 22:27:38.552000+00:00,10.982,245074.0,idle,hyperparameter-rerun,0.7573906183242798,0.5292457938194275,0.7573906183242798,0.5292457938194275,0.8003125190734863,0.4883641004562378,0.9164999723434448,0.3249814212322235,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.15,none,_________________________________________________________________,0.17469943529651233,44.0,18.0,118.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,22.9,,,9.685466766357422,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-353
"
91,2021-04-05 01:33:05.325000+00:00,,meriadoc,LAB-438,2021-04-05 01:38:34.921000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-05 01:38:34.458000+00:00,329.117,4808940.0,idle,hyperparameter-rerun,0.6415207386016846,1.0701348781585693,0.6415207386016846,1.0701348781585693,0.7253999710083008,0.9378879070281982,0.8957099914550781,0.5240458846092224,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.2,boot-soft,_________________________________________________________________,0.1803702866125946,54.0,36.0,28.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,27.0,9.0,5.61993408203125,13.512653350830078,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-438
"
92,2021-04-04 16:58:09.976000+00:00,,meriadoc,LAB-391,2021-04-04 16:59:20.374000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-04 16:58:51.866000+00:00,41.888,1926037.0,idle,hyperparameter-rerun,0.7187421917915344,0.8597587943077087,0.7187421917915344,0.8597587943077087,0.8018749952316284,0.7123703956604004,0.885699987411499,0.45706889033317566,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.1,none,_________________________________________________________________,0.1457172725825688,102.0,50.0,56.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,36.0,,,9.572113037109375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-391
"
93,2021-04-04 17:01:44.632000+00:00,,meriadoc,LAB-397,2021-04-04 17:02:54.365000+00:00,synthetic-80-5-200K-uniform-[0.15],ygorcanalli,2021-04-04 17:02:26.425000+00:00,41.79,1926037.0,idle,hyperparameter-rerun,0.7089609503746033,0.9063089489936829,0.7089609503746033,0.9063089489936829,0.7628437280654907,0.8061456680297852,0.8889750242233276,0.44525986909866333,32.0,synthetic-80-5-200K,20.0,"[[[0.85, 0.0375, 0.0375, 0.0375, 0.0375], [0.0375, 0.85, 0.0375, 0.0375, 0.0375], [0.0375, 0.0375, 0.85, 0.0375, 0.0375], [0.0375, 0.0375, 0.0375, 0.85, 0.0375], [0.0375, 0.0375, 0.0375, 0.0375, 0.85]]]",None,simple-mlp,uniform,0.15,forward,_________________________________________________________________,0.09492830740244246,78.0,45.0,15.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,35.0,,,9.12209701538086,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-397
"
94,2021-04-02 22:24:40.253000+00:00,,meriadoc,LAB-350,2021-04-02 22:24:54.120000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-02 22:24:51.294000+00:00,11.041,245074.0,idle,hyperparameter-rerun,0.8563281297683716,0.34404370188713074,0.8563281297683716,0.34404370188713074,0.8611875176429749,0.34311002492904663,0.9478499889373779,0.19258202612400055,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.1,boot-hard,_________________________________________________________________,0.006619230246442221,23.0,86.0,16.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,24.8,,,9.51715087890625,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-350
"
95,2021-04-05 01:43:51.145000+00:00,,meriadoc,LAB-440,2021-04-05 01:48:45.163000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-05 01:48:39.218000+00:00,288.059,4808652.0,idle,hyperparameter-rerun,0.6426551342010498,1.0567549467086792,0.6426551342010498,1.0567549467086792,0.7256374955177307,0.9218379855155945,0.8969699740409851,0.4963659346103668,32.0,synthetic-100-5-500K,20.0,"[[[0.8, 0.05, 0.05, 0.05, 0.05], [0.05, 0.8, 0.05, 0.05, 0.05], [0.05, 0.05, 0.8, 0.05, 0.05], [0.05, 0.05, 0.05, 0.8, 0.05], [0.05, 0.05, 0.05, 0.05, 0.8]]]",None,simple-mlp,uniform,0.2,forward,_________________________________________________________________,0.1803702866125946,54.0,36.0,28.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,26.5,15.0,5.6201171875,13.604339599609375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-440
"
96,2021-04-02 22:20:51.511000+00:00,,meriadoc,LAB-343,2021-04-02 22:21:05.858000+00:00,synthetic-50-2-100K-uniform-[0.05],ygorcanalli,2021-04-02 22:21:02.521000+00:00,11.009,244888.0,idle,hyperparameter-rerun,0.8513437509536743,0.37197673320770264,0.8513437509536743,0.37197673320770264,0.8884375095367432,0.3163887560367584,0.9284499883651733,0.22057826817035675,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.05,none,_________________________________________________________________,0.12188035414808807,14.0,71.0,,2.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,21.1,,,9.050949096679688,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-343
"
